headshot,SPLASHES_HEADSHOT,,medal_kill_headshot,1.5,0.75,0.25,0.25,1,mp_ui_medal_headshot_ach,,splash,,
prestige21,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige21,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige22,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige22,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige23,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige23,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige24,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige24,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige25,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige25,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige26,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige26,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige27,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige27,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige28,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige28,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige29,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige29,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestige30,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige30,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestigeMaster,CHALLENGE_PRESTIGE_MAX,,rank_prestigeMaster,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
prestigeMaster2,CHALLENGE_PRESTIGE_MAX_2,,rank_prestigeMaster,4,0.75,0.25,0.25,1,mp_level_up,,urgent_splash,,
helicopter_destroyed,SPLASHES_HELICOPTER_DESTROYED,,medal_destroyscorestreak_blackout,1.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
callout_destroyed_helicopter,SPLASHES_HELICOPTER_DESTROYED,SPLASHES_HELICOPTER_DESTROYED_DESC,,4,1,1,1,1,null,,playercard_splash,,
assist_killstreak_destroyed,SPLASHES_ASSIST_DESTROYED,,medal_scorestreak_vandalism,1.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
radar_mp,MP_EARNED_RADAR,KILLSTREAKS_RADAR,compass_objpoint_satallite,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,,killstreak_splash,,
airstrike_mp,MP_EARNED_AIRSTRIKE,KILLSTREAKS_AIRSTRIKE,compass_objpoint_airstrike,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,,killstreak_splash,,
helicopter_mp,MP_EARNED_HELICOPTER,KILLSTREAKS_HELICOPTER,compass_objpoint_helicopter,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,,killstreak_splash,,
specialty_juiced,PERKS_JUICED,PERKS_DESC_JUICED,specialty_s1_temp,2.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
specialty_finalstand,PERKS_FINALSTAND,SPLASHES_FINALSTAND_DESC,specialty_s1_temp,2.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
callout_lastenemyalive,SPLASHES_LAST_ENEMY_ALIVE,SPLASHES_LAST_ENEMY_ALIVE,,4,1,1,1,1,null,,playercard_splash,,
callout_lastteammemberalive,SPLASHES_LAST_TEAM_MEMBER_ALIVE,SPLASHES_LAST_TEAM_MEMBER_ALIVE,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_helicopter,SPLASHES_DESTROYED_HELICOPTER,SPLASHES_DESTROYED_HELICOPTER,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_little_bird,SPLASHES_DESTROYED_LITTLE_BIRD,SPLASHES_DESTROYED_LITTLE_BIRD,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_harrier,SPLASHES_DESTROYED_HARRIER,SPLASHES_DESTROYED_HARRIER,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_predator_missile,SPLASHES_DESTROYED_PREDATOR_MISSILE,SPLASHES_DESTROYED_PREDATOR_MISSILE,,4,1,1,1,1,null,,playercard_splash,,
callout_killed_juggernaut,SPLASHES_KILLED_JUGGERNAUT,SPLASHES_KILLED_JUGGERNAUT,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_heavyexoattachment,SPLASHES_HEAVYEXO_DESTROYEDATTACH,SPLASHES_HEAVYEXO_DESTROYEDATTACH,,4,1,1,1,1,null,,playercard_splash,,
callout_weakened_heavyexoattachment,SPLASHES_HEAVYEXO_WEAKENED,SPLASHES_HEAVYEXO_WEAKENED,,4,1,1,1,1,null,,playercard_splash,,
callout_dropped_juggernaut,SPLASHES_DROPPED_JUGGERNAUT,SPLASHES_DROPPED_JUGGERNAUT,,4,1,1,1,1,null,,playercard_splash,,
callout_bombtaken,SPLASHES_BOMB_TAKEN,SPLASHES_BOMB_TAKEN,,4,1,1,1,1,null,,playercard_splash,,
callout_bombdropped,SPLASHES_BOMB_DROPPED,SPLASHES_BOMB_DROPPED,,4,1,1,1,1,null,,playercard_splash,,
callout_securedposition,SPLASHES_SECURED_POSITION,SPLASHES_SECURED_POSITION,,4,1,1,1,1,null,,playercard_splash,,
callout_killcarrier,SPLASHES_KILLED_CARRIER,SPLASHES_KILLED_CARRIER,,4,1,1,1,1,null,,playercard_splash,,
callout_killconfirmed,SPLASHES_KILL_CONFIRMED,SPLASHES_KILL_CONFIRMED,,4,1,1,1,1,null,,playercard_splash,,
callout_new_juggernaut,SPLASHES_NEW_JUGGERNAUT,SPLASHES_NEW_JUGGERNAUT,,4,1,1,1,1,null,,playercard_splash,,
callout_earned_carepackage,SPLASHES_EARNED_CAREPACKAGE,SPLASHES_EARNED_CAREPACKAGE,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_orbital_carepackage,SPLASHES_DESTROYED_CAREPACKAGE,SPLASHES_DESTROYED_CAREPACKAGE,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_tram_turet,MP_DETROIT_DESTROYED_TRAMTURRET,MP_DETROIT_DESTROYED_TRAMTURRET,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_terrace_sniper_drone,MP_TERRACE_DESTROYED_SNIPERDRONE,MP_TERRACE_DESTROYED_SNIPERDRONE,,4,1,1,1,1,null,,playercard_splash,,
copied,SPLASHES_COPIED,SPLASHES_COPIED,,3,0.75,0.25,0.25,1,null,,playercard_splash,,
revived,SPLASHES_REVIVED,SPLASHES_REVIVED,,3,0.75,0.25,0.25,1,null,,playercard_splash,,
callout_time_added,SPLASHES_TIMEADDED,SPLASHES_TIMEADDED,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyed_objective,SPLASHES_DESTROYED_OBJECTIVE,SPLASHES_DESTROYED_OBJECTIVE,,4,1,1,1,1,null,,playercard_splash,,
callout_saved_objective,SPLASHES_SAVED_OBJECTIVE,SPLASHES_SAVED_OBJECTIVE,,4,1,1,1,1,null,,playercard_splash,,
denied,SPLASHES_DENIED,SPLASHES_DENIED_DESC,,2.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
destroyed_insertion,SPLASHES_DESTROYED_INSERTION,SPLASHES_DESTROYED_INSERTION,,2.5,0.75,0.25,0.25,1,null,,playercard_splash,,
reviver,SPLASHES_REVIVER,SPLASHES_REVIVER_DESC,,1.5,0.75,0.25,0.25,1,mp_ui_medal_ach,,splash,,
promotion,RANK_PROMOTED,RANK_PROMOTED,,4,0.75,0.25,0.25,1,mp_level_up,,promotion_splash,,
promotion_weapon,RANK_PROMOTED_WEAPON,RANK_PROMOTED_WEAPON,,4,0.75,0.25,0.25,1,mp_level_up,,promotion_weapon_splash,,
callout_capturedhq,SPLASHES_CAPTURED_HQ,SPLASHES_CAPTURED_HQ,,4,1,1,1,1,null,,playercard_splash,,
callout_destroyedhq,SPLASHES_DESTROYED_HQ,SPLASHES_DESTROYED_HQ,,4,1,1,1,1,null,,playercard_splash,,
time_added,SPLASHES_TIME_ADDED,SPLASHES_TIME_ADDED_DESC,ui_time_added,4,1,0.8,0.4,1,mp_ui_medal_ach,,splash,,
sab_overtime,MP_SUDDEN_DEATH,MP_NO_RESPAWN,ui_overtime,3,1,0,0,1,mp_last_stand,,splash,,
callout_mugged,SPLASHES_MUGGED,SPLASHES_MUGGED_DESC,ui_mugged,3,0.75,0.25,0.25,1,mp_ui_medal_ach,,urgent_splash,,
