h2_mp5k xmag,weaponAttachment,3,ch_marksman_h2_mp5k_9,,,,,,,,
h2_ump45 fastfire,weaponAttachment,3,ch_marksman_h2_ump45_1,,,,,,,,
h2_ump45 reflex,weaponAttachment,3,ch_marksman_h2_ump45_2,,,,,,,,
h2_ump45 silencersmg,weaponAttachment,3,ch_marksman_h2_ump45_3,,,,,,,,
h2_ump45 acogh2,weaponAttachment,3,ch_marksman_h2_ump45_4,,,,,,,,
h2_ump45 fmj,weaponAttachment,3,ch_marksman_h2_ump45_5,,,,,,,,
h2_ump45 akimbo,weaponAttachment,3,ch_marksman_h2_ump45_6,,,,,,,,
h2_ump45 holo,weaponAttachment,3,ch_marksman_h2_ump45_7,,,,,,,,
h2_ump45 thermal,weaponAttachment,3,ch_marksman_h2_ump45_8,,,,,,,,
h2_ump45 xmag,weaponAttachment,3,ch_marksman_h2_ump45_9,,,,,,,,
h2_kriss fastfire,weaponAttachment,3,ch_marksman_h2_kriss_1,,,,,,,,
h2_kriss reflex,weaponAttachment,3,ch_marksman_h2_kriss_2,,,,,,,,
h2_kriss silencersmg,weaponAttachment,3,ch_marksman_h2_kriss_3,,,,,,,,
h2_kriss acogh2,weaponAttachment,3,ch_marksman_h2_kriss_4,,,,,,,,
h2_kriss fmj,weaponAttachment,3,ch_marksman_h2_kriss_5,,,,,,,,
h2_kriss akimbo,weaponAttachment,3,ch_marksman_h2_kriss_6,,,,,,,,
h2_kriss holo,weaponAttachment,3,ch_marksman_h2_kriss_7,,,,,,,,
h2_kriss thermal,weaponAttachment,3,ch_marksman_h2_kriss_8,,,,,,,,
h2_kriss xmag,weaponAttachment,3,ch_marksman_h2_kriss_9,,,,,,,,
h2_p90 fastfire,weaponAttachment,3,ch_marksman_h2_p90_1,,,,,,,,
h2_p90 reflex,weaponAttachment,3,ch_marksman_h2_p90_2,,,,,,,,
h2_p90 silencersmg,weaponAttachment,3,ch_marksman_h2_p90_3,,,,,,,,
h2_p90 acogh2,weaponAttachment,3,ch_marksman_h2_p90_4,,,,,,,,
h2_p90 fmj,weaponAttachment,3,ch_marksman_h2_p90_5,,,,,,,,
h2_p90 akimbo,weaponAttachment,3,ch_marksman_h2_p90_6,,,,,,,,
h2_p90 holo,weaponAttachment,3,ch_marksman_h2_p90_7,,,,,,,,
h2_p90 thermal,weaponAttachment,3,ch_marksman_h2_p90_8,,,,,,,,
h2_p90 xmag,weaponAttachment,3,ch_marksman_h2_p90_9,,,,,,,,
h2_uzi fastfire,weaponAttachment,3,ch_marksman_h2_uzi_1,,,,,,,,
h2_uzi reflex,weaponAttachment,3,ch_marksman_h2_uzi_2,,,,,,,,
h2_uzi silencersmg,weaponAttachment,3,ch_marksman_h2_uzi_3,,,,,,,,
h2_uzi acogh2,weaponAttachment,3,ch_marksman_h2_uzi_4,,,,,,,,
h2_uzi fmj,weaponAttachment,3,ch_marksman_h2_uzi_5,,,,,,,,
h2_uzi akimbo,weaponAttachment,3,ch_marksman_h2_uzi_6,,,,,,,,
h2_uzi holo,weaponAttachment,3,ch_marksman_h2_uzi_7,,,,,,,,
h2_uzi thermal,weaponAttachment,3,ch_marksman_h2_uzi_8,,,,,,,,
h2_uzi xmag,weaponAttachment,3,ch_marksman_h2_uzi_9,,,,,,,,
h2_ak74u fastfire,weaponAttachment,3,ch_marksman_h2_ak74u_1,,,,,,,,
h2_ak74u reflex,weaponAttachment,3,ch_marksman_h2_ak74u_2,,,,,,,,
h2_ak74u silencersmg,weaponAttachment,3,ch_marksman_h2_ak74u_3,,,,,,,,
h2_ak74u acogh2,weaponAttachment,3,ch_marksman_h2_ak74u_4,,,,,,,,
h2_ak74u fmj,weaponAttachment,3,ch_marksman_h2_ak74u_5,,,,,,,,
h2_ak74u akimbo,weaponAttachment,3,ch_marksman_h2_ak74u_6,,,,,,,,
h2_ak74u holo,weaponAttachment,3,ch_marksman_h2_ak74u_7,,,,,,,,
h2_ak74u thermal,weaponAttachment,3,ch_marksman_h2_ak74u_8,,,,,,,,
h2_ak74u xmag,weaponAttachment,3,ch_marksman_h2_ak74u_9,,,,,,,,
h2_sa80 foregrip,weaponAttachment,3,ch_marksman_h2_sa80_1,,,,,,,,
h2_sa80 reflex,weaponAttachment,3,ch_marksman_h2_sa80_2,,,,,,,,
h2_sa80 silencerlmg,weaponAttachment,3,ch_marksman_h2_sa80_3,,,,,,,,
h2_sa80 acogh2,weaponAttachment,3,ch_marksman_h2_sa80_4,,,,,,,,
h2_sa80 fmj,weaponAttachment,3,ch_marksman_h2_sa80_5,,,,,,,,
h2_sa80 holo,weaponAttachment,3,ch_marksman_h2_sa80_6,,,,,,,,
h2_sa80 thermal,weaponAttachment,3,ch_marksman_h2_sa80_7,,,,,,,,
h2_sa80 xmag,weaponAttachment,3,ch_marksman_h2_sa80_8,,,,,,,,
h2_rpd foregrip,weaponAttachment,3,ch_marksman_h2_rpd_1,,,,,,,,
h2_rpd reflex,weaponAttachment,3,ch_marksman_h2_rpd_2,,,,,,,,
h2_rpd silencerlmg,weaponAttachment,3,ch_marksman_h2_rpd_3,,,,,,,,
h2_rpd acogh2,weaponAttachment,3,ch_marksman_h2_rpd_4,,,,,,,,
h2_rpd fmj,weaponAttachment,3,ch_marksman_h2_rpd_5,,,,,,,,
h2_rpd holo,weaponAttachment,3,ch_marksman_h2_rpd_6,,,,,,,,
h2_rpd thermal,weaponAttachment,3,ch_marksman_h2_rpd_7,,,,,,,,
h2_rpd xmag,weaponAttachment,3,ch_marksman_h2_rpd_8,,,,,,,,
h2_mg4 foregrip,weaponAttachment,3,ch_marksman_h2_mg4_1,,,,,,,,
h2_mg4 reflex,weaponAttachment,3,ch_marksman_h2_mg4_2,,,,,,,,
h2_mg4 silencerlmg,weaponAttachment,3,ch_marksman_h2_mg4_3,,,,,,,,
h2_mg4 acogh2,weaponAttachment,3,ch_marksman_h2_mg4_4,,,,,,,,
h2_mg4 fmj,weaponAttachment,3,ch_marksman_h2_mg4_5,,,,,,,,
h2_mg4 holo,weaponAttachment,3,ch_marksman_h2_mg4_6,,,,,,,,
h2_mg4 thermal,weaponAttachment,3,ch_marksman_h2_mg4_7,,,,,,,,
h2_mg4 xmag,weaponAttachment,3,ch_marksman_h2_mg4_8,,,,,,,,
h2_aug foregrip,weaponAttachment,3,ch_marksman_h2_aug_1,,,,,,,,
h2_aug reflex,weaponAttachment,3,ch_marksman_h2_aug_2,,,,,,,,
h2_aug silencerlmg,weaponAttachment,3,ch_marksman_h2_aug_3,,,,,,,,
h2_aug augscope,weaponAttachment,3,ch_marksman_h2_aug_4,,,,,,,,
h2_aug fmj,weaponAttachment,3,ch_marksman_h2_aug_5,,,,,,,,
h2_aug holo,weaponAttachment,3,ch_marksman_h2_aug_6,,,,,,,,
h2_aug thermal,weaponAttachment,3,ch_marksman_h2_aug_7,,,,,,,,
h2_aug xmag,weaponAttachment,3,ch_marksman_h2_aug_8,,,,,,,,
h2_m240 foregrip,weaponAttachment,3,ch_marksman_h2_m240_1,,,,,,,,
h2_m240 reflex,weaponAttachment,3,ch_marksman_h2_m240_2,,,,,,,,
h2_m240 silencerlmg,weaponAttachment,3,ch_marksman_h2_m240_3,,,,,,,,
h2_m240 acogh2,weaponAttachment,3,ch_marksman_h2_m240_4,,,,,,,,
h2_m240 fmj,weaponAttachment,3,ch_marksman_h2_m240_5,,,,,,,,
h2_m240 holo,weaponAttachment,3,ch_marksman_h2_m240_6,,,,,,,,
h2_m240 thermal,weaponAttachment,3,ch_marksman_h2_m240_7,,,,,,,,
h2_m240 xmag,weaponAttachment,3,ch_marksman_h2_m240_8,,,,,,,,
h2_cheytac silencersniper,weaponAttachment,3,ch_marksman_h2_cheytac_1,,,,,,,,
h2_cheytac acogh2,weaponAttachment,3,ch_marksman_h2_cheytac_2,,,,,,,,
h2_cheytac fmj,weaponAttachment,3,ch_marksman_h2_cheytac_3,,,,,,,,
h2_cheytac thermal,weaponAttachment,3,ch_marksman_h2_cheytac_4,,,,,,,,
h2_cheytac xmag,weaponAttachment,3,ch_marksman_h2_cheytac_5,,,,,,,,
h2_barrett silencersniper,weaponAttachment,3,ch_marksman_h2_barrett_1,,,,,,,,
h2_barrett acogh2,weaponAttachment,3,ch_marksman_h2_barrett_2,,,,,,,,
h2_barrett fmj,weaponAttachment,3,ch_marksman_h2_barrett_3,,,,,,,,
h2_barrett thermal,weaponAttachment,3,ch_marksman_h2_barrett_4,,,,,,,,
h2_barrett xmag,weaponAttachment,3,ch_marksman_h2_barrett_5,,,,,,,,
h2_wa2000 silencersniper,weaponAttachment,3,ch_marksman_h2_wa2000_1,,,,,,,,
h2_wa2000 acogh2,weaponAttachment,3,ch_marksman_h2_wa2000_2,,,,,,,,
h2_wa2000 fmj,weaponAttachment,3,ch_marksman_h2_wa2000_3,,,,,,,,
h2_wa2000 thermal,weaponAttachment,3,ch_marksman_h2_wa2000_4,,,,,,,,
h2_wa2000 xmag,weaponAttachment,3,ch_marksman_h2_wa2000_5,,,,,,,,
h2_m21 silencersniper,weaponAttachment,3,ch_marksman_h2_m21_1,,,,,,,,
h2_m21 acogh2,weaponAttachment,3,ch_marksman_h2_m21_2,,,,,,,,
h2_m21 fmj,weaponAttachment,3,ch_marksman_h2_m21_3,,,,,,,,
h2_m21 thermal,weaponAttachment,3,ch_marksman_h2_m21_4,,,,,,,,
h2_m21 xmag,weaponAttachment,3,ch_marksman_h2_m21_5,,,,,,,,
h2_m40a3 silencersniper,weaponAttachment,3,ch_marksman_h2_m40a3_1,,,,,,,,
h2_m40a3 acogh2,weaponAttachment,3,ch_marksman_h2_m40a3_2,,,,,,,,
h2_m40a3 fmj,weaponAttachment,3,ch_marksman_h2_m40a3_3,,,,,,,,
h2_m40a3 thermal,weaponAttachment,3,ch_marksman_h2_m40a3_4,,,,,,,,
h2_pp2000 reflex,weaponAttachment,3,ch_marksman_h2_pp2000_1,,,,,,,,
h2_pp2000 fmj,weaponAttachment,3,ch_marksman_h2_pp2000_2,,,,,,,,
h2_pp2000 silencerpistol,weaponAttachment,3,ch_marksman_h2_pp2000_3,,,,,,,,
h2_pp2000 holo,weaponAttachment,3,ch_marksman_h2_pp2000_4,,,,,,,,
h2_pp2000 xmag,weaponAttachment,3,ch_marksman_h2_pp2000_5,,,,,,,,
h2_glock reflex,weaponAttachment,3,ch_marksman_h2_glock_1,,,,,,,,
h2_glock fmj,weaponAttachment,3,ch_marksman_h2_glock_2,,,,,,,,
h2_glock silencerpistol,weaponAttachment,3,ch_marksman_h2_glock_3,,,,,,,,
h2_glock akimbo,weaponAttachment,3,ch_marksman_h2_glock_4,,,,,,,,
h2_glock holo,weaponAttachment,3,ch_marksman_h2_glock_5,,,,,,,,
h2_glock xmag,weaponAttachment,3,ch_marksman_h2_glock_6,,,,,,,,
h2_beretta393 reflex,weaponAttachment,3,ch_marksman_h2_beretta393_1,,,,,,,,
h2_beretta393 fmj,weaponAttachment,3,ch_marksman_h2_beretta393_2,,,,,,,,
h2_beretta393 silencerpistol,weaponAttachment,3,ch_marksman_h2_beretta393_3,,,,,,,,
h2_beretta393 akimbo,weaponAttachment,3,ch_marksman_h2_beretta393_4,,,,,,,,
h2_beretta393 holo,weaponAttachment,3,ch_marksman_h2_beretta393_5,,,,,,,,
h2_beretta393 xmag,weaponAttachment,3,ch_marksman_h2_beretta393_6,,,,,,,,
h2_tmp reflex,weaponAttachment,3,ch_marksman_h2_tmp_1,,,,,,,,
h2_tmp fmj,weaponAttachment,3,ch_marksman_h2_tmp_2,,,,,,,,
h2_tmp silencerpistol,weaponAttachment,3,ch_marksman_h2_tmp_3,,,,,,,,
h2_tmp akimbo,weaponAttachment,3,ch_marksman_h2_tmp_4,,,,,,,,
h2_tmp holo,weaponAttachment,3,ch_marksman_h2_tmp_5,,,,,,,,
h2_tmp xmag,weaponAttachment,3,ch_marksman_h2_tmp_6,,,,,,,,
h2_spas12 foregrip,weaponAttachment,3,ch_marksman_h2_spas12_1,,,,,,,,
h2_spas12 reflex,weaponAttachment,3,ch_marksman_h2_spas12_2,,,,,,,,
h2_spas12 silencershotgun,weaponAttachment,3,ch_marksman_h2_spas12_3,,,,,,,,
h2_spas12 fmj,weaponAttachment,3,ch_marksman_h2_spas12_4,,,,,,,,
h2_spas12 holo,weaponAttachment,3,ch_marksman_h2_spas12_5,,,,,,,,
h2_spas12 xmag,weaponAttachment,3,ch_marksman_h2_spas12_6,,,,,,,,
h2_aa12 foregrip,weaponAttachment,3,ch_marksman_h2_aa12_1,,,,,,,,
h2_aa12 reflex,weaponAttachment,3,ch_marksman_h2_aa12_2,,,,,,,,
